"id1","id2","boundary"
97,1,10.816653826392
98,1,11.4017542509914
99,1,12.0415945787923
100,1,12.7279220613579
1,2,1
2,2,0
3,2,1
4,2,2
5,2,3
6,2,4
7,2,5
8,2,6
9,2,7
10,2,8
11,2,1.4142135623731
12,2,1
13,2,1.4142135623731
14,2,2.23606797749979
15,2,3.16227766016838
16,2,4.12310562561766
17,2,5.09901951359278
18,2,6.08276253029822
19,2,7.07106781186548
20,2,8.06225774829855
21,2,2.23606797749979
22,2,2
23,2,2.23606797749979
24,2,2.82842712474619
25,2,3.60555127546399
26,2,4.47213595499958
27,2,5.3851648071345
28,2,6.32455532033676
29,2,7.28010988928052
30,2,8.24621125123532
31,2,3.16227766016838
32,2,3
33,2,3.16227766016838
34,2,3.60555127546399
35,2,4.24264068711928
36,2,5
37,2,5.8309518948453
38,2,6.70820393249937
39,2,7.61577310586391
40,2,8.54400374531753
41,2,4.12310562561766
42,2,4
43,2,4.12310562561766
44,2,4.47213595499958
45,2,5
46,2,5.65685424949238
47,2,6.40312423743285
48,2,7.21110255092798
49,2,8.06225774829855
50,2,8.94427190999916
51,2,5.09901951359278
52,2,5
53,2,5.09901951359278
54,2,5.3851648071345
55,2,5.8309518948453
56,2,6.40312423743285
57,2,7.07106781186548
58,2,7.81024967590665
59,2,8.60232526704263
60,2,9.4339811320566
61,2,6.08276253029822
62,2,6
63,2,6.08276253029822
64,2,6.32455532033676
65,2,6.70820393249937
66,2,7.21110255092798
67,2,7.81024967590665
68,2,8.48528137423857
69,2,9.21954445729289
70,2,10
71,2,7.07106781186548
72,2,7
73,2,7.07106781186548
74,2,7.28010988928052
75,2,7.61577310586391
76,2,8.06225774829855
77,2,8.60232526704263
78,2,9.21954445729289
79,2,9.89949493661167
80,2,10.6301458127346
81,2,8.06225774829855
82,2,8
83,2,8.06225774829855
84,2,8.24621125123532
85,2,8.54400374531753
86,2,8.94427190999916
87,2,9.4339811320566
88,2,10
89,2,10.6301458127346
90,2,11.3137084989848
91,2,9.05538513813742
92,2,9
93,2,9.05538513813742
94,2,9.21954445729289
95,2,9.48683298050514
96,2,9.8488578017961
97,2,10.295630140987
98,2,10.816653826392
99,2,11.4017542509914
100,2,12.0415945787923
1,3,2
2,3,1
3,3,0
4,3,1
5,3,2
6,3,3
7,3,4
8,3,5
9,3,6
10,3,7
11,3,2.23606797749979
12,3,1.4142135623731
13,3,1
14,3,1.4142135623731
15,3,2.23606797749979
16,3,3.16227766016838
17,3,4.12310562561766
18,3,5.09901951359278
19,3,6.08276253029822
20,3,7.07106781186548
21,3,2.82842712474619
22,3,2.23606797749979
23,3,2
24,3,2.23606797749979
25,3,2.82842712474619
26,3,3.60555127546399
27,3,4.47213595499958
28,3,5.3851648071345
29,3,6.32455532033676
30,3,7.28010988928052
31,3,3.60555127546399
32,3,3.16227766016838
33,3,3
34,3,3.16227766016838
35,3,3.60555127546399
36,3,4.24264068711928
37,3,5
38,3,5.8309518948453
39,3,6.70820393249937
40,3,7.61577310586391
41,3,4.47213595499958
42,3,4.12310562561766
43,3,4
44,3,4.12310562561766
45,3,4.47213595499958
46,3,5
47,3,5.65685424949238
48,3,6.40312423743285
49,3,7.21110255092798
50,3,8.06225774829855
51,3,5.3851648071345
52,3,5.09901951359278
53,3,5
54,3,5.09901951359278
55,3,5.3851648071345
56,3,5.8309518948453
57,3,6.40312423743285
58,3,7.07106781186548
59,3,7.81024967590665
60,3,8.60232526704263
61,3,6.32455532033676
62,3,6.08276253029822
63,3,6
64,3,6.08276253029822
65,3,6.32455532033676
66,3,6.70820393249937
67,3,7.21110255092798
68,3,7.81024967590665
69,3,8.48528137423857
70,3,9.21954445729289
71,3,7.28010988928052
72,3,7.07106781186548
73,3,7
74,3,7.07106781186548
75,3,7.28010988928052
76,3,7.61577310586391
77,3,8.06225774829855
78,3,8.60232526704263
79,3,9.21954445729289
80,3,9.89949493661167
81,3,8.24621125123532
82,3,8.06225774829855
83,3,8
84,3,8.06225774829855
85,3,8.24621125123532
86,3,8.54400374531753
87,3,8.94427190999916
88,3,9.4339811320566
89,3,10
90,3,10.6301458127346
91,3,9.21954445729289
92,3,9.05538513813742
93,3,9
94,3,9.05538513813742
95,3,9.21954445729289
96,3,9.48683298050514
97,3,9.8488578017961
98,3,10.295630140987
99,3,10.816653826392
100,3,11.4017542509914
1,4,3
2,4,2
3,4,1
4,4,0
5,4,1
6,4,2
7,4,3
8,4,4
9,4,5
10,4,6
11,4,3.16227766016838
12,4,2.23606797749979
13,4,1.4142135623731
14,4,1
15,4,1.4142135623731
16,4,2.23606797749979
17,4,3.16227766016838
18,4,4.12310562561766
19,4,5.09901951359278
20,4,6.08276253029822
21,4,3.60555127546399
22,4,2.82842712474619
23,4,2.23606797749979
24,4,2
25,4,2.23606797749979
26,4,2.82842712474619
27,4,3.60555127546399
28,4,4.47213595499958
29,4,5.3851648071345
30,4,6.32455532033676
31,4,4.24264068711928
32,4,3.60555127546399
33,4,3.16227766016838
34,4,3
35,4,3.16227766016838
36,4,3.60555127546399
37,4,4.24264068711928
38,4,5
39,4,5.8309518948453
40,4,6.70820393249937
41,4,5
42,4,4.47213595499958
43,4,4.12310562561766
44,4,4
45,4,4.12310562561766
46,4,4.47213595499958
47,4,5
48,4,5.65685424949238
49,4,6.40312423743285
50,4,7.21110255092798
51,4,5.8309518948453
52,4,5.3851648071345
53,4,5.09901951359278
54,4,5
55,4,5.09901951359278
56,4,5.3851648071345
57,4,5.8309518948453
58,4,6.40312423743285
59,4,7.07106781186548
60,4,7.81024967590665
61,4,6.70820393249937
62,4,6.32455532033676
63,4,6.08276253029822
64,4,6
65,4,6.08276253029822
66,4,6.32455532033676
67,4,6.70820393249937
68,4,7.21110255092798
69,4,7.81024967590665
70,4,8.48528137423857
71,4,7.61577310586391
72,4,7.28010988928052
73,4,7.07106781186548
74,4,7
75,4,7.07106781186548
76,4,7.28010988928052
77,4,7.61577310586391
78,4,8.06225774829855
79,4,8.60232526704263
80,4,9.21954445729289
81,4,8.54400374531753
82,4,8.24621125123532
83,4,8.06225774829855
84,4,8
85,4,8.06225774829855
86,4,8.24621125123532
87,4,8.54400374531753
88,4,8.94427190999916
89,4,9.4339811320566
90,4,10
91,4,9.48683298050514
92,4,9.21954445729289
93,4,9.05538513813742
94,4,9
95,4,9.05538513813742
96,4,9.21954445729289
97,4,9.48683298050514
98,4,9.8488578017961
99,4,10.295630140987
100,4,10.816653826392
1,5,4
2,5,3
3,5,2
4,5,1
5,5,0
6,5,1
7,5,2
8,5,3
9,5,4
10,5,5
11,5,4.12310562561766
12,5,3.16227766016838
13,5,2.23606797749979
14,5,1.4142135623731
15,5,1
16,5,1.4142135623731
17,5,2.23606797749979
18,5,3.16227766016838
19,5,4.12310562561766
20,5,5.09901951359278
21,5,4.47213595499958
22,5,3.60555127546399
23,5,2.82842712474619
24,5,2.23606797749979
25,5,2
26,5,2.23606797749979
27,5,2.82842712474619
28,5,3.60555127546399
29,5,4.47213595499958
30,5,5.3851648071345
31,5,5
32,5,4.24264068711928
33,5,3.60555127546399
34,5,3.16227766016838
35,5,3
36,5,3.16227766016838
37,5,3.60555127546399
38,5,4.24264068711928
39,5,5
40,5,5.8309518948453
41,5,5.65685424949238
42,5,5
43,5,4.47213595499958
44,5,4.12310562561766
45,5,4
46,5,4.12310562561766
47,5,4.47213595499958
48,5,5
49,5,5.65685424949238
50,5,6.40312423743285
51,5,6.40312423743285
52,5,5.8309518948453
53,5,5.3851648071345
54,5,5.09901951359278
55,5,5
56,5,5.09901951359278
57,5,5.3851648071345
58,5,5.8309518948453
59,5,6.40312423743285
60,5,7.07106781186548
61,5,7.21110255092798
62,5,6.70820393249937
63,5,6.32455532033676
64,5,6.08276253029822
65,5,6
66,5,6.08276253029822
67,5,6.32455532033676
68,5,6.70820393249937
69,5,7.21110255092798
70,5,7.81024967590665
71,5,8.06225774829855
72,5,7.61577310586391
73,5,7.28010988928052
74,5,7.07106781186548
75,5,7
76,5,7.07106781186548
77,5,7.28010988928052
78,5,7.61577310586391
79,5,8.06225774829855
80,5,8.60232526704263
81,5,8.94427190999916
82,5,8.54400374531753
83,5,8.24621125123532
84,5,8.06225774829855
85,5,8
86,5,8.06225774829855
87,5,8.24621125123532
88,5,8.54400374531753
89,5,8.94427190999916
90,5,9.4339811320566
91,5,9.8488578017961
92,5,9.48683298050514
93,5,9.21954445729289
94,5,9.05538513813742
95,5,9
96,5,9.05538513813742
97,5,9.21954445729289
98,5,9.48683298050514
99,5,9.8488578017961
100,5,10.295630140987
1,6,5
2,6,4
3,6,3
4,6,2
5,6,1
6,6,0
7,6,1
8,6,2
9,6,3
10,6,4
11,6,5.09901951359278
12,6,4.12310562561766
13,6,3.16227766016838
14,6,2.23606797749979
15,6,1.4142135623731
16,6,1
17,6,1.4142135623731
18,6,2.23606797749979
19,6,3.16227766016838
20,6,4.12310562561766
21,6,5.3851648071345
22,6,4.47213595499958
23,6,3.60555127546399
24,6,2.82842712474619
25,6,2.23606797749979
26,6,2
27,6,2.23606797749979
28,6,2.82842712474619
29,6,3.60555127546399
30,6,4.47213595499958
31,6,5.8309518948453
32,6,5
33,6,4.24264068711928
34,6,3.60555127546399
35,6,3.16227766016838
36,6,3
37,6,3.16227766016838
38,6,3.60555127546399
39,6,4.24264068711928
40,6,5
41,6,6.40312423743285
42,6,5.65685424949238
43,6,5
44,6,4.47213595499958
45,6,4.12310562561766
46,6,4
47,6,4.12310562561766
48,6,4.47213595499958
49,6,5
50,6,5.65685424949238
51,6,7.07106781186548
52,6,6.40312423743285
53,6,5.8309518948453
54,6,5.3851648071345
55,6,5.09901951359278
56,6,5
57,6,5.09901951359278
58,6,5.3851648071345
59,6,5.8309518948453
60,6,6.40312423743285
61,6,7.81024967590665
62,6,7.21110255092798
63,6,6.70820393249937
64,6,6.32455532033676
65,6,6.08276253029822
66,6,6
67,6,6.08276253029822
68,6,6.32455532033676
69,6,6.70820393249937
70,6,7.21110255092798
71,6,8.60232526704263
72,6,8.06225774829855
73,6,7.61577310586391
74,6,7.28010988928052
75,6,7.07106781186548
76,6,7
77,6,7.07106781186548
78,6,7.28010988928052
79,6,7.61577310586391
80,6,8.06225774829855
81,6,9.4339811320566
82,6,8.94427190999916
83,6,8.54400374531753
84,6,8.24621125123532
85,6,8.06225774829855
86,6,8
87,6,8.06225774829855
88,6,8.24621125123532
89,6,8.54400374531753
90,6,8.94427190999916
91,6,10.295630140987
92,6,9.8488578017961
93,6,9.48683298050514
94,6,9.21954445729289
95,6,9.05538513813742
96,6,9
97,6,9.05538513813742
98,6,9.21954445729289
99,6,9.48683298050514
100,6,9.8488578017961
1,7,6
2,7,5
3,7,4
4,7,3
5,7,2
6,7,1
7,7,0
8,7,1
9,7,2
10,7,3
11,7,6.08276253029822
12,7,5.09901951359278
13,7,4.12310562561766
14,7,3.16227766016838
15,7,2.23606797749979
16,7,1.4142135623731
17,7,1
18,7,1.4142135623731
19,7,2.23606797749979
20,7,3.16227766016838
21,7,6.32455532033676
22,7,5.3851648071345
23,7,4.47213595499958
24,7,3.60555127546399
25,7,2.82842712474619
26,7,2.23606797749979
27,7,2
28,7,2.23606797749979
29,7,2.82842712474619
30,7,3.60555127546399
31,7,6.70820393249937
32,7,5.8309518948453
33,7,5
34,7,4.24264068711928
35,7,3.60555127546399
36,7,3.16227766016838
37,7,3
38,7,3.16227766016838
39,7,3.60555127546399
40,7,4.24264068711928
41,7,7.21110255092798
42,7,6.40312423743285
43,7,5.65685424949238
44,7,5
45,7,4.47213595499958
46,7,4.12310562561766
47,7,4
48,7,4.12310562561766
49,7,4.47213595499958
50,7,5
51,7,7.81024967590665
52,7,7.07106781186548
53,7,6.40312423743285
54,7,5.8309518948453
55,7,5.3851648071345
56,7,5.09901951359278
57,7,5
58,7,5.09901951359278
59,7,5.3851648071345
60,7,5.8309518948453
61,7,8.48528137423857
62,7,7.81024967590665
63,7,7.21110255092798
64,7,6.70820393249937
65,7,6.32455532033676
66,7,6.08276253029822
67,7,6
68,7,6.08276253029822
69,7,6.32455532033676
70,7,6.70820393249937
71,7,9.21954445729289
72,7,8.60232526704263
73,7,8.06225774829855
74,7,7.61577310586391
75,7,7.28010988928052
76,7,7.07106781186548
77,7,7
78,7,7.07106781186548
79,7,7.28010988928052
80,7,7.61577310586391
81,7,10
82,7,9.4339811320566
83,7,8.94427190999916
84,7,8.54400374531753
85,7,8.24621125123532
86,7,8.06225774829855
87,7,8
88,7,8.06225774829855
89,7,8.24621125123532
90,7,8.54400374531753
91,7,10.816653826392
92,7,10.295630140987
93,7,9.8488578017961
94,7,9.48683298050514
95,7,9.21954445729289
96,7,9.05538513813742
97,7,9
98,7,9.05538513813742
99,7,9.21954445729289
100,7,9.48683298050514
1,8,7
2,8,6
3,8,5
4,8,4
5,8,3
6,8,2
7,8,1
8,8,0
9,8,1
10,8,2
11,8,7.07106781186548
12,8,6.08276253029822
13,8,5.09901951359278
14,8,4.12310562561766
15,8,3.16227766016838
16,8,2.23606797749979
17,8,1.4142135623731
18,8,1
19,8,1.4142135623731
20,8,2.23606797749979
21,8,7.28010988928052
22,8,6.32455532033676
23,8,5.3851648071345
24,8,4.47213595499958
25,8,3.60555127546399
26,8,2.82842712474619
27,8,2.23606797749979
28,8,2
29,8,2.23606797749979
30,8,2.82842712474619
31,8,7.61577310586391
32,8,6.70820393249937
33,8,5.8309518948453
34,8,5
35,8,4.24264068711928
36,8,3.60555127546399
37,8,3.16227766016838
38,8,3
39,8,3.16227766016838
40,8,3.60555127546399
41,8,8.06225774829855
42,8,7.21110255092798
43,8,6.40312423743285
44,8,5.65685424949238
45,8,5
46,8,4.47213595499958
47,8,4.12310562561766
48,8,4
49,8,4.12310562561766
50,8,4.47213595499958
51,8,8.60232526704263
52,8,7.81024967590665
53,8,7.07106781186548
54,8,6.40312423743285
55,8,5.8309518948453
56,8,5.3851648071345
57,8,5.09901951359278
58,8,5
59,8,5.09901951359278
60,8,5.3851648071345
61,8,9.21954445729289
62,8,8.48528137423857
63,8,7.81024967590665
64,8,7.21110255092798
65,8,6.70820393249937
66,8,6.32455532033676
67,8,6.08276253029822
68,8,6
69,8,6.08276253029822
70,8,6.32455532033676
71,8,9.89949493661167
72,8,9.21954445729289
73,8,8.60232526704263
74,8,8.06225774829855
75,8,7.61577310586391
76,8,7.28010988928052
77,8,7.07106781186548
78,8,7
79,8,7.07106781186548
80,8,7.28010988928052
81,8,10.6301458127346
82,8,10
83,8,9.4339811320566
84,8,8.94427190999916
85,8,8.54400374531753
86,8,8.24621125123532
87,8,8.06225774829855
88,8,8
89,8,8.06225774829855
90,8,8.24621125123532
91,8,11.4017542509914
92,8,10.816653826392
93,8,10.295630140987
94,8,9.8488578017961
95,8,9.48683298050514
96,8,9.21954445729289
97,8,9.05538513813742
98,8,9
99,8,9.05538513813742
100,8,9.21954445729289
1,9,8
2,9,7
3,9,6
4,9,5
5,9,4
6,9,3
7,9,2
8,9,1
9,9,0
10,9,1
11,9,8.06225774829855
12,9,7.07106781186548
13,9,6.08276253029822
14,9,5.09901951359278
15,9,4.12310562561766
16,9,3.16227766016838
17,9,2.23606797749979
18,9,1.4142135623731
19,9,1
20,9,1.4142135623731
21,9,8.24621125123532
22,9,7.28010988928052
23,9,6.32455532033676
24,9,5.3851648071345
25,9,4.47213595499958
26,9,3.60555127546399
27,9,2.82842712474619
28,9,2.23606797749979
29,9,2
30,9,2.23606797749979
31,9,8.54400374531753
32,9,7.61577310586391
33,9,6.70820393249937
34,9,5.8309518948453
35,9,5
36,9,4.24264068711928
37,9,3.60555127546399
38,9,3.16227766016838
39,9,3
40,9,3.16227766016838
41,9,8.94427190999916
42,9,8.06225774829855
43,9,7.21110255092798
44,9,6.40312423743285
45,9,5.65685424949238
46,9,5
47,9,4.47213595499958
48,9,4.12310562561766
49,9,4
50,9,4.12310562561766
51,9,9.4339811320566
52,9,8.60232526704263
53,9,7.81024967590665
54,9,7.07106781186548
55,9,6.40312423743285
56,9,5.8309518948453
57,9,5.3851648071345
58,9,5.09901951359278
59,9,5
60,9,5.09901951359278
61,9,10
62,9,9.21954445729289
63,9,8.48528137423857
64,9,7.81024967590665
65,9,7.21110255092798
66,9,6.70820393249937
67,9,6.32455532033676
68,9,6.08276253029822
69,9,6
70,9,6.08276253029822
71,9,10.6301458127346
72,9,9.89949493661167
73,9,9.21954445729289
74,9,8.60232526704263
75,9,8.06225774829855
76,9,7.61577310586391
77,9,7.28010988928052
78,9,7.07106781186548
79,9,7
80,9,7.07106781186548
81,9,11.3137084989848
82,9,10.6301458127346
83,9,10
84,9,9.4339811320566
85,9,8.94427190999916
86,9,8.54400374531753
87,9,8.24621125123532
88,9,8.06225774829855
89,9,8
90,9,8.06225774829855
91,9,12.0415945787923
92,9,11.4017542509914
93,9,10.816653826392
94,9,10.295630140987
95,9,9.8488578017961
96,9,9.48683298050514
97,9,9.21954445729289
98,9,9.05538513813742
99,9,9
100,9,9.05538513813742
1,10,9
2,10,8
3,10,7
4,10,6
5,10,5
6,10,4
7,10,3
8,10,2
9,10,1
10,10,0
11,10,9.05538513813742
12,10,8.06225774829855
13,10,7.07106781186548
14,10,6.08276253029822
15,10,5.09901951359278
16,10,4.12310562561766
17,10,3.16227766016838
18,10,2.23606797749979
19,10,1.4142135623731
20,10,1
21,10,9.21954445729289
22,10,8.24621125123532
23,10,7.28010988928052
24,10,6.32455532033676
25,10,5.3851648071345
26,10,4.47213595499958
27,10,3.60555127546399
28,10,2.82842712474619
29,10,2.23606797749979
30,10,2
31,10,9.48683298050514
32,10,8.54400374531753
33,10,7.61577310586391
34,10,6.70820393249937
35,10,5.8309518948453
36,10,5
37,10,4.24264068711928
38,10,3.60555127546399
39,10,3.16227766016838
40,10,3
41,10,9.8488578017961
42,10,8.94427190999916
43,10,8.06225774829855
44,10,7.21110255092798
45,10,6.40312423743285
46,10,5.65685424949238
47,10,5
48,10,4.47213595499958
49,10,4.12310562561766
50,10,4
51,10,10.295630140987
52,10,9.4339811320566
53,10,8.60232526704263
54,10,7.81024967590665
55,10,7.07106781186548
56,10,6.40312423743285
57,10,5.8309518948453
58,10,5.3851648071345
59,10,5.09901951359278
60,10,5
61,10,10.816653826392
62,10,10
63,10,9.21954445729289
64,10,8.48528137423857
65,10,7.81024967590665
66,10,7.21110255092798
67,10,6.70820393249937
68,10,6.32455532033676
69,10,6.08276253029822
70,10,6
71,10,11.4017542509914
72,10,10.6301458127346
73,10,9.89949493661167
74,10,9.21954445729289
75,10,8.60232526704263
76,10,8.06225774829855
77,10,7.61577310586391
78,10,7.28010988928052
79,10,7.07106781186548
80,10,7
81,10,12.0415945787923
82,10,11.3137084989848
83,10,10.6301458127346
84,10,10
85,10,9.4339811320566
86,10,8.94427190999916
87,10,8.54400374531753
88,10,8.24621125123532
89,10,8.06225774829855
90,10,8
91,10,12.7279220613579
92,10,12.0415945787923
93,10,11.4017542509914
94,10,10.816653826392
95,10,10.295630140987
96,10,9.8488578017961
97,10,9.48683298050514
98,10,9.21954445729289
99,10,9.05538513813742
100,10,9
1,11,1
2,11,1.4142135623731
3,11,2.23606797749979
4,11,3.16227766016838
5,11,4.12310562561766
6,11,5.09901951359278
7,11,6.08276253029822
8,11,7.07106781186548
9,11,8.06225774829855
10,11,9.05538513813742
11,11,0
12,11,1
13,11,2
14,11,3
15,11,4
16,11,5
17,11,6
18,11,7
19,11,8
20,11,9
21,11,1
22,11,1.4142135623731
23,11,2.23606797749979
24,11,3.16227766016838
25,11,4.12310562561766
26,11,5.09901951359278
27,11,6.08276253029822
28,11,7.07106781186548
29,11,8.06225774829855
30,11,9.05538513813742
31,11,2
32,11,2.23606797749979
33,11,2.82842712474619
34,11,3.60555127546399
35,11,4.47213595499958
36,11,5.3851648071345
37,11,6.32455532033676
38,11,7.28010988928052
39,11,8.24621125123532
40,11,9.21954445729289
41,11,3
42,11,3.16227766016838
43,11,3.60555127546399
44,11,4.24264068711928
45,11,5
46,11,5.8309518948453
47,11,6.70820393249937
48,11,7.61577310586391
49,11,8.54400374531753
50,11,9.48683298050514
51,11,4
52,11,4.12310562561766
53,11,4.47213595499958
54,11,5
55,11,5.65685424949238
56,11,6.40312423743285
57,11,7.21110255092798
58,11,8.06225774829855
59,11,8.94427190999916
60,11,9.8488578017961
61,11,5
62,11,5.09901951359278
63,11,5.3851648071345
64,11,5.8309518948453
65,11,6.40312423743285
66,11,7.07106781186548
67,11,7.81024967590665
68,11,8.60232526704263
69,11,9.4339811320566
70,11,10.295630140987
71,11,6
72,11,6.08276253029822
73,11,6.32455532033676
74,11,6.70820393249937
75,11,7.21110255092798
76,11,7.81024967590665
77,11,8.48528137423857
78,11,9.21954445729289
79,11,10
80,11,10.816653826392
81,11,7
82,11,7.07106781186548
83,11,7.28010988928052
84,11,7.61577310586391
85,11,8.06225774829855
86,11,8.60232526704263
87,11,9.21954445729289
88,11,9.89949493661167
89,11,10.6301458127346
90,11,11.4017542509914
91,11,8
92,11,8.06225774829855
93,11,8.24621125123532
94,11,8.54400374531753
95,11,8.94427190999916
96,11,9.4339811320566
97,11,10
98,11,10.6301458127346
99,11,11.3137084989848
100,11,12.0415945787923
1,12,1.4142135623731
2,12,1
3,12,1.4142135623731
4,12,2.23606797749979
5,12,3.16227766016838
6,12,4.12310562561766
7,12,5.09901951359278
8,12,6.08276253029822
9,12,7.07106781186548
10,12,8.06225774829855
11,12,1
12,12,0
13,12,1
14,12,2
15,12,3
16,12,4
17,12,5
18,12,6
19,12,7
20,12,8
21,12,1.4142135623731
22,12,1
23,12,1.4142135623731
24,12,2.23606797749979
25,12,3.16227766016838
26,12,4.12310562561766
27,12,5.09901951359278
28,12,6.08276253029822
29,12,7.07106781186548
30,12,8.06225774829855
31,12,2.23606797749979
32,12,2
33,12,2.23606797749979
34,12,2.82842712474619
35,12,3.60555127546399
36,12,4.47213595499958
37,12,5.3851648071345
38,12,6.32455532033676
39,12,7.28010988928052
40,12,8.24621125123532
41,12,3.16227766016838
42,12,3
43,12,3.16227766016838
44,12,3.60555127546399
45,12,4.24264068711928
46,12,5
47,12,5.8309518948453
48,12,6.70820393249937
49,12,7.61577310586391
50,12,8.54400374531753
51,12,4.12310562561766
52,12,4
53,12,4.12310562561766
54,12,4.47213595499958
55,12,5
56,12,5.65685424949238
57,12,6.40312423743285
58,12,7.21110255092798
59,12,8.06225774829855
60,12,8.94427190999916
61,12,5.09901951359278
62,12,5
63,12,5.09901951359278
64,12,5.3851648071345
65,12,5.8309518948453
66,12,6.40312423743285
67,12,7.07106781186548
68,12,7.81024967590665
69,12,8.60232526704263
70,12,9.4339811320566
71,12,6.08276253029822
72,12,6
73,12,6.08276253029822
74,12,6.32455532033676
75,12,6.70820393249937
76,12,7.21110255092798
77,12,7.81024967590665
78,12,8.48528137423857
79,12,9.21954445729289
80,12,10
81,12,7.07106781186548
82,12,7
83,12,7.07106781186548
84,12,7.28010988928052
85,12,7.61577310586391
86,12,8.06225774829855
87,12,8.60232526704263
88,12,9.21954445729289
89,12,9.89949493661167
90,12,10.6301458127346
91,12,8.06225774829855
92,12,8
93,12,8.06225774829855
94,12,8.24621125123532
95,12,8.54400374531753
96,12,8.94427190999916
97,12,9.4339811320566
98,12,10
99,12,10.6301458127346
100,12,11.3137084989848
1,13,2.23606797749979
2,13,1.4142135623731
3,13,1
4,13,1.4142135623731
5,13,2.23606797749979
6,13,3.16227766016838
7,13,4.12310562561766
8,13,5.09901951359278
9,13,6.08276253029822
10,13,7.07106781186548
11,13,2
12,13,1
13,13,0
14,13,1
15,13,2
16,13,3
17,13,4
18,13,5
19,13,6
20,13,7
21,13,2.23606797749979
22,13,1.4142135623731
23,13,1
24,13,1.4142135623731
25,13,2.23606797749979
26,13,3.16227766016838
27,13,4.12310562561766
28,13,5.09901951359278
29,13,6.08276253029822
30,13,7.07106781186548
31,13,2.82842712474619
32,13,2.23606797749979
33,13,2
34,13,2.23606797749979
35,13,2.82842712474619
36,13,3.60555127546399
37,13,4.47213595499958
38,13,5.3851648071345
39,13,6.32455532033676
40,13,7.28010988928052
41,13,3.60555127546399
42,13,3.16227766016838
43,13,3
44,13,3.16227766016838
45,13,3.60555127546399
46,13,4.24264068711928
47,13,5
48,13,5.8309518948453
49,13,6.70820393249937
50,13,7.61577310586391
51,13,4.47213595499958
52,13,4.12310562561766
53,13,4
54,13,4.12310562561766
55,13,4.47213595499958
56,13,5
57,13,5.65685424949238
58,13,6.40312423743285
59,13,7.21110255092798
60,13,8.06225774829855
61,13,5.3851648071345
62,13,5.09901951359278
63,13,5
64,13,5.09901951359278
65,13,5.3851648071345
66,13,5.8309518948453
67,13,6.40312423743285
68,13,7.07106781186548
69,13,7.81024967590665
70,13,8.60232526704263
71,13,6.32455532033676
72,13,6.08276253029822
73,13,6
74,13,6.08276253029822
75,13,6.32455532033676
76,13,6.70820393249937
77,13,7.21110255092798
78,13,7.81024967590665
79,13,8.48528137423857
80,13,9.21954445729289
81,13,7.28010988928052
82,13,7.07106781186548
83,13,7
84,13,7.07106781186548
85,13,7.28010988928052
86,13,7.61577310586391
87,13,8.06225774829855
88,13,8.60232526704263
89,13,9.21954445729289
90,13,9.89949493661167
91,13,8.24621125123532
92,13,8.06225774829855
93,13,8
94,13,8.06225774829855
95,13,8.24621125123532
96,13,8.54400374531753
97,13,8.94427190999916
98,13,9.4339811320566
99,13,10
100,13,10.6301458127346
1,14,3.16227766016838
2,14,2.23606797749979
3,14,1.4142135623731
4,14,1
5,14,1.4142135623731
6,14,2.23606797749979
7,14,3.16227766016838
8,14,4.12310562561766
9,14,5.09901951359278
10,14,6.08276253029822
11,14,3
12,14,2
13,14,1
14,14,0
15,14,1
16,14,2
17,14,3
18,14,4
19,14,5
20,14,6
